energy_cost,reheat_kwh,holding_min,poured_batches,missing_batches,peak_kw,solar_saving,seed,mode,n_gen,pop_size,tier,wall_time_sec
28253.00016666667,0.0,0.0,12,0,1346.2119510451553,1159.4645833333336,42,energy,100,80,bridge,63.96
28339.707318750003,31.666666666666668,4.0,12,0,1346.2119510451553,1123.52118125,0,energy,100,80,bridge,64.12
28456.688583333336,7.5,1.0,12,0,1346.123972958097,788.4359166666671,1,energy,100,80,bridge,64.01
